"type","number","percent","time"
"NE.KE","190","0.32","1466276405.92743"
"OR.KE","1787","3.04","1466276405.92743"
"AC.KE","804","1.37","1466283606.03829"
"GO.KE","367","0.62","1466283606.03829"
"SC.KE","590","1.00","1466283606.03829"
"CO.KE","54494","92.78","1466283606.03829"
"INFO.KE","125","0.21","1466283606.03829"
"ME.KE","333","0.57","1466283606.03829"
"MOBI.KE","45","0.08","1466283606.03829"
"NE.KE","190","0.32","1466283606.03829"
"OR.KE","1787","3.04","1466283606.03829"
"AC.KE","804","1.37","1466290807.06547"
"GO.KE","367","0.62","1466290807.06547"
"SC.KE","590","1.00","1466290807.06547"
"CO.KE","54494","92.78","1466290807.06547"
"INFO.KE","125","0.21","1466290807.06547"
"ME.KE","333","0.57","1466290807.06547"
"MOBI.KE","45","0.08","1466290807.06547"
"NE.KE","190","0.32","1466290807.06547"
"OR.KE","1787","3.04","1466290807.06547"
"AC.KE","804","1.37","1466298006.48147"
"GO.KE","367","0.62","1466298006.48147"
"SC.KE","590","1.00","1466298006.48147"
"CO.KE","54495","92.78","1466298006.48147"
"INFO.KE","125","0.21","1466298006.48147"
"ME.KE","333","0.57","1466298006.48147"
"MOBI.KE","45","0.08","1466298006.48147"
"NE.KE","190","0.32","1466298006.48147"
"OR.KE","1787","3.04","1466298006.48147"
"AC.KE","804","1.37","1466305206.21126"
"GO.KE","367","0.63","1466305206.21126"
"SC.KE","590","1.01","1466305206.21126"
"CO.KE","54437","92.78","1466305206.21126"
"INFO.KE","125","0.21","1466305206.21126"
"ME.KE","333","0.57","1466305206.21126"
"MOBI.KE","45","0.08","1466305206.21126"
"NE.KE","190","0.32","1466305206.21126"
"OR.KE","1781","3.04","1466305206.21126"
"AC.KE","804","1.37","1466312406.42317"
"GO.KE","367","0.63","1466312406.42317"
"SC.KE","590","1.01","1466312406.42317"
"CO.KE","54439","92.78","1466312406.42317"
"INFO.KE","125","0.21","1466312406.42317"
"ME.KE","333","0.57","1466312406.42317"
"MOBI.KE","45","0.08","1466312406.42317"
"NE.KE","190","0.32","1466312406.42317"
"OR.KE","1781","3.04","1466312406.42317"
"AC.KE","804","1.37","1466319606.04436"
"GO.KE","367","0.63","1466319606.04436"
"SC.KE","590","1.01","1466319606.04436"
"CO.KE","54440","92.78","1466319606.04436"
"INFO.KE","125","0.21","1466319606.04436"
"ME.KE","333","0.57","1466319606.04436"
"MOBI.KE","45","0.08","1466319606.04436"
"NE.KE","190","0.32","1466319606.04436"
"OR.KE","1781","3.04","1466319606.04436"
"AC.KE","804","1.37","1466326806.15408"
"GO.KE","367","0.63","1466326806.15408"
"SC.KE","590","1.01","1466326806.15408"
"CO.KE","54442","92.78","1466326806.15408"
"INFO.KE","125","0.21","1466326806.15408"
"ME.KE","333","0.57","1466326806.15408"
"MOBI.KE","45","0.08","1466326806.15408"
"NE.KE","190","0.32","1466326806.15408"
"OR.KE","1781","3.04","1466326806.15408"
"AC.KE","804","1.37","1466334005.96773"
"GO.KE","367","0.63","1466334005.96773"
"SC.KE","590","1.01","1466334005.96773"
"CO.KE","54443","92.78","1466334005.96773"
"INFO.KE","125","0.21","1466334005.96773"
"ME.KE","333","0.57","1466334005.96773"
"MOBI.KE","45","0.08","1466334005.96773"
"NE.KE","190","0.32","1466334005.96773"
"OR.KE","1781","3.04","1466334005.96773"
"AC.KE","804","1.37","1466341205.57402"
"GO.KE","367","0.63","1466341205.57402"
"SC.KE","590","1.01","1466341205.57402"
"CO.KE","54443","92.78","1466341205.57402"
"INFO.KE","125","0.21","1466341205.57402"
"ME.KE","333","0.57","1466341205.57402"
"MOBI.KE","45","0.08","1466341205.57402"
"NE.KE","190","0.32","1466341205.57402"
"OR.KE","1781","3.04","1466341205.57402"
"AC.KE","804","1.37","1466348405.82711"
"GO.KE","367","0.63","1466348405.82711"
"SC.KE","590","1.01","1466348405.82711"
"CO.KE","54447","92.78","1466348405.82711"
"INFO.KE","125","0.21","1466348405.82711"
"ME.KE","333","0.57","1466348405.82711"
"MOBI.KE","45","0.08","1466348405.82711"
"NE.KE","190","0.32","1466348405.82711"
"OR.KE","1781","3.04","1466348405.82711"
"AC.KE","804","1.37","1466355606.46922"
"GO.KE","367","0.63","1466355606.46922"
"SC.KE","590","1.01","1466355606.46922"
"CO.KE","54451","92.78","1466355606.46922"
"INFO.KE","125","0.21","1466355606.46922"
"ME.KE","333","0.57","1466355606.46922"
"MOBI.KE","45","0.08","1466355606.46922"
"NE.KE","190","0.32","1466355606.46922"
"OR.KE","1781","3.03","1466355606.46922"
"AC.KE","804","1.37","1466362806.15244"
"GO.KE","367","0.63","1466362806.15244"
"SC.KE","590","1.01","1466362806.15244"
"CO.KE","54452","92.78","1466362806.15244"
"INFO.KE","125","0.21","1466362806.15244"
"ME.KE","333","0.57","1466362806.15244"
"MOBI.KE","45","0.08","1466362806.15244"
"NE.KE","190","0.32","1466362806.15244"
"OR.KE","1781","3.03","1466362806.15244"
"AC.KE","804","1.37","1466370006.00546"
"GO.KE","367","0.63","1466370006.00546"
"SC.KE","590","1.01","1466370006.00546"
"CO.KE","54453","92.78","1466370006.00546"
"INFO.KE","125","0.21","1466370006.00546"
"ME.KE","333","0.57","1466370006.00546"
"MOBI.KE","45","0.08","1466370006.00546"
"NE.KE","190","0.32","1466370006.00546"
"OR.KE","1782","3.04","1466370006.00546"
"AC.KE","804","1.37","1466377207.17126"
"GO.KE","367","0.63","1466377207.17126"
"SC.KE","590","1.01","1466377207.17126"
"CO.KE","54454","92.78","1466377207.17126"
"INFO.KE","125","0.21","1466377207.17126"
"ME.KE","333","0.57","1466377207.17126"
"MOBI.KE","45","0.08","1466377207.17126"
"NE.KE","190","0.32","1466377207.17126"
"OR.KE","1782","3.04","1466377207.17126"
"AC.KE","804","1.37","1466384406.40754"
"GO.KE","367","0.63","1466384406.40754"
"SC.KE","590","1.01","1466384406.40754"
"CO.KE","54455","92.78","1466384406.40754"
"INFO.KE","125","0.21","1466384406.40754"
"ME.KE","333","0.57","1466384406.40754"
"MOBI.KE","45","0.08","1466384406.40754"
"NE.KE","190","0.32","1466384406.40754"
"OR.KE","1782","3.04","1466384406.40754"
"AC.KE","803","1.37","1466391606.0661"
"GO.KE","366","0.62","1466391606.0661"
"SC.KE","590","1.01","1466391606.0661"
"CO.KE","54392","92.79","1466391606.0661"
"INFO.KE","125","0.21","1466391606.0661"
"ME.KE","333","0.57","1466391606.0661"
"MOBI.KE","45","0.08","1466391606.0661"
"NE.KE","188","0.32","1466391606.0661"
"OR.KE","1778","3.03","1466391606.0661"
"AC.KE","803","1.37","1466398805.70979"
"GO.KE","366","0.62","1466398805.70979"
"SC.KE","590","1.01","1466398805.70979"
"CO.KE","54392","92.79","1466398805.70979"
"INFO.KE","125","0.21","1466398805.70979"
"ME.KE","333","0.57","1466398805.70979"
"MOBI.KE","45","0.08","1466398805.70979"
"NE.KE","188","0.32","1466398805.70979"
"OR.KE","1778","3.03","1466398805.70979"
"AC.KE","803","1.37","1466406006.19727"
"GO.KE","366","0.62","1466406006.19727"
"SC.KE","590","1.01","1466406006.19727"
"CO.KE","54395","92.79","1466406006.19727"
"INFO.KE","125","0.21","1466406006.19727"
"ME.KE","333","0.57","1466406006.19727"
"MOBI.KE","45","0.08","1466406006.19727"
"NE.KE","188","0.32","1466406006.19727"
"OR.KE","1778","3.03","1466406006.19727"
"AC.KE","804","1.37","1466413206.93266"
"GO.KE","366","0.62","1466413206.93266"
"SC.KE","592","1.01","1466413206.93266"
"CO.KE","54409","92.78","1466413206.93266"
"INFO.KE","125","0.21","1466413206.93266"
"ME.KE","333","0.57","1466413206.93266"
"MOBI.KE","45","0.08","1466413206.93266"
"NE.KE","188","0.32","1466413206.93266"
"OR.KE","1779","3.03","1466413206.93266"
"AC.KE","804","1.37","1466420406.64168"
"GO.KE","366","0.62","1466420406.64168"
"SC.KE","592","1.01","1466420406.64168"
"CO.KE","54428","92.79","1466420406.64168"
"INFO.KE","125","0.21","1466420406.64168"
"ME.KE","333","0.57","1466420406.64168"
"MOBI.KE","45","0.08","1466420406.64168"
"NE.KE","188","0.32","1466420406.64168"
"OR.KE","1779","3.03","1466420406.64168"
"AC.KE","804","1.37","1466427607.65792"
"GO.KE","366","0.62","1466427607.65792"
"SC.KE","592","1.01","1466427607.65792"
"CO.KE","54442","92.79","1466427607.65792"
"INFO.KE","125","0.21","1466427607.65792"
"ME.KE","333","0.57","1466427607.65792"
"MOBI.KE","45","0.08","1466427607.65792"
"NE.KE","188","0.32","1466427607.65792"
"OR.KE","1780","3.03","1466427607.65792"
"AC.KE","804","1.37","1466434806.77686"
"GO.KE","366","0.62","1466434806.77686"
"SC.KE","594","1.01","1466434806.77686"
"CO.KE","54455","92.78","1466434806.77686"
"INFO.KE","125","0.21","1466434806.77686"
"ME.KE","333","0.57","1466434806.77686"
"MOBI.KE","45","0.08","1466434806.77686"
"NE.KE","188","0.32","1466434806.77686"
"OR.KE","1780","3.03","1466434806.77686"
"AC.KE","804","1.37","1466442006.95662"
"GO.KE","366","0.62","1466442006.95662"
"SC.KE","594","1.01","1466442006.95662"
"CO.KE","54459","92.78","1466442006.95662"
"INFO.KE","125","0.21","1466442006.95662"
"ME.KE","333","0.57","1466442006.95662"
"MOBI.KE","45","0.08","1466442006.95662"
"NE.KE","188","0.32","1466442006.95662"
"OR.KE","1780","3.03","1466442006.95662"
"AC.KE","804","1.37","1466449208.638"
"GO.KE","366","0.62","1466449208.638"
"SC.KE","594","1.01","1466449208.638"
"CO.KE","54461","92.78","1466449208.638"
"INFO.KE","125","0.21","1466449208.638"
"ME.KE","333","0.57","1466449208.638"
"MOBI.KE","45","0.08","1466449208.638"
"NE.KE","188","0.32","1466449208.638"
"OR.KE","1780","3.03","1466449208.638"
"AC.KE","804","1.37","1466456406.22429"
"GO.KE","366","0.62","1466456406.22429"
"SC.KE","594","1.01","1466456406.22429"
"CO.KE","54461","92.78","1466456406.22429"
"INFO.KE","125","0.21","1466456406.22429"
"ME.KE","333","0.57","1466456406.22429"
"MOBI.KE","45","0.08","1466456406.22429"
"NE.KE","188","0.32","1466456406.22429"
"OR.KE","1780","3.03","1466456406.22429"
"AC.KE","804","1.37","1466463606.39948"
"GO.KE","366","0.62","1466463606.39948"
"SC.KE","594","1.01","1466463606.39948"
"CO.KE","54465","92.79","1466463606.39948"
"INFO.KE","125","0.21","1466463606.39948"
"ME.KE","333","0.57","1466463606.39948"
"MOBI.KE","45","0.08","1466463606.39948"
"NE.KE","188","0.32","1466463606.39948"
"OR.KE","1780","3.03","1466463606.39948"
"AC.KE","804","1.37","1466470806.47276"
"GO.KE","366","0.62","1466470806.47276"
"SC.KE","594","1.01","1466470806.47276"
"CO.KE","54465","92.79","1466470806.47276"
"INFO.KE","125","0.21","1466470806.47276"
"ME.KE","333","0.57","1466470806.47276"
"MOBI.KE","45","0.08","1466470806.47276"
"NE.KE","188","0.32","1466470806.47276"
"OR.KE","1780","3.03","1466470806.47276"
"AC.KE","804","1.37","1466478005.89373"
"GO.KE","366","0.62","1466478005.89373"
"SC.KE","594","1.01","1466478005.89373"
"CO.KE","54411","92.79","1466478005.89373"
"INFO.KE","125","0.21","1466478005.89373"
"ME.KE","333","0.57","1466478005.89373"
"MOBI.KE","45","0.08","1466478005.89373"
"NE.KE","183","0.31","1466478005.89373"
"OR.KE","1778","3.03","1466478005.89373"
"AC.KE","804","1.37","1466485206.60824"
"GO.KE","366","0.62","1466485206.60824"
"SC.KE","594","1.01","1466485206.60824"
"CO.KE","54412","92.79","1466485206.60824"
"INFO.KE","125","0.21","1466485206.60824"
"ME.KE","333","0.57","1466485206.60824"
"MOBI.KE","45","0.08","1466485206.60824"
"NE.KE","183","0.31","1466485206.60824"
"OR.KE","1778","3.03","1466485206.60824"
"AC.KE","804","1.37","1466492406.12611"
"GO.KE","366","0.62","1466492406.12611"
"SC.KE","594","1.01","1466492406.12611"
"CO.KE","54418","92.79","1466492406.12611"
"INFO.KE","125","0.21","1466492406.12611"
"ME.KE","334","0.57","1466492406.12611"
"MOBI.KE","45","0.08","1466492406.12611"
"NE.KE","183","0.31","1466492406.12611"
"OR.KE","1779","3.03","1466492406.12611"
"AC.KE","804","1.37","1466499605.61138"
"GO.KE","366","0.62","1466499605.61138"
"SC.KE","594","1.01","1466499605.61138"
"CO.KE","54433","92.79","1466499605.61138"
"INFO.KE","125","0.21","1466499605.61138"
"ME.KE","334","0.57","1466499605.61138"
"MOBI.KE","45","0.08","1466499605.61138"
"NE.KE","183","0.31","1466499605.61138"
"OR.KE","1779","3.03","1466499605.61138"
"AC.KE","804","1.37","1466506805.95608"
"GO.KE","366","0.62","1466506805.95608"
"SC.KE","594","1.01","1466506805.95608"
"CO.KE","54449","92.78","1466506805.95608"
"INFO.KE","130","0.22","1466506805.95608"
"ME.KE","334","0.57","1466506805.95608"
"MOBI.KE","45","0.08","1466506805.95608"
"NE.KE","183","0.31","1466506805.95608"
"OR.KE","1778","3.03","1466506805.95608"
"AC.KE","806","1.37","1466514006.67711"
"GO.KE","366","0.62","1466514006.67711"
"SC.KE","594","1.01","1466514006.67711"
"CO.KE","54463","92.78","1466514006.67711"
"INFO.KE","130","0.22","1466514006.67711"
"ME.KE","335","0.57","1466514006.67711"
"MOBI.KE","45","0.08","1466514006.67711"
"NE.KE","183","0.31","1466514006.67711"
"OR.KE","1778","3.03","1466514006.67711"
"AC.KE","806","1.37","1466521206.19882"
"GO.KE","366","0.62","1466521206.19882"
"SC.KE","594","1.01","1466521206.19882"
"CO.KE","54476","92.78","1466521206.19882"
"INFO.KE","130","0.22","1466521206.19882"
"ME.KE","335","0.57","1466521206.19882"
"MOBI.KE","45","0.08","1466521206.19882"
"NE.KE","183","0.31","1466521206.19882"
"OR.KE","1778","3.03","1466521206.19882"
"AC.KE","806","1.37","1466528406.82587"
"GO.KE","366","0.62","1466528406.82587"
"SC.KE","594","1.01","1466528406.82587"
"CO.KE","54482","92.78","1466528406.82587"
"INFO.KE","130","0.22","1466528406.82587"
"ME.KE","335","0.57","1466528406.82587"
"MOBI.KE","45","0.08","1466528406.82587"
"NE.KE","184","0.31","1466528406.82587"
"OR.KE","1779","3.03","1466528406.82587"
"AC.KE","806","1.37","1466535607.79225"
"GO.KE","366","0.62","1466535607.79225"
"SC.KE","594","1.01","1466535607.79225"
"CO.KE","54491","92.78","1466535607.79225"
"INFO.KE","130","0.22","1466535607.79225"
"ME.KE","335","0.57","1466535607.79225"
"MOBI.KE","45","0.08","1466535607.79225"
"NE.KE","184","0.31","1466535607.79225"
"OR.KE","1779","3.03","1466535607.79225"
"AC.KE","806","1.37","1466542807.63588"
"GO.KE","366","0.62","1466542807.63588"
"SC.KE","594","1.01","1466542807.63588"
"CO.KE","54495","92.78","1466542807.63588"
"INFO.KE","130","0.22","1466542807.63588"
"ME.KE","335","0.57","1466542807.63588"
"MOBI.KE","45","0.08","1466542807.63588"
"NE.KE","184","0.31","1466542807.63588"
"OR.KE","1779","3.03","1466542807.63588"
"AC.KE","806","1.37","1466550007.10134"
"GO.KE","366","0.62","1466550007.10134"
"SC.KE","594","1.01","1466550007.10134"
"CO.KE","54495","92.78","1466550007.10134"
"INFO.KE","130","0.22","1466550007.10134"
"ME.KE","335","0.57","1466550007.10134"
"MOBI.KE","45","0.08","1466550007.10134"
"NE.KE","184","0.31","1466550007.10134"
"OR.KE","1780","3.03","1466550007.10134"
"AC.KE","806","1.37","1466557206.52571"
"GO.KE","366","0.62","1466557206.52571"
"SC.KE","594","1.01","1466557206.52571"
"CO.KE","54495","92.78","1466557206.52571"
"INFO.KE","130","0.22","1466557206.52571"
"ME.KE","335","0.57","1466557206.52571"
"MOBI.KE","45","0.08","1466557206.52571"
"NE.KE","184","0.31","1466557206.52571"
"OR.KE","1780","3.03","1466557206.52571"
"AC.KE","803","1.37","1466564406.84745"
"GO.KE","366","0.62","1466564406.84745"
"SC.KE","594","1.01","1466564406.84745"
"CO.KE","54446","92.79","1466564406.84745"
"INFO.KE","130","0.22","1466564406.84745"
"ME.KE","335","0.57","1466564406.84745"
"MOBI.KE","45","0.08","1466564406.84745"
"NE.KE","181","0.31","1466564406.84745"
"OR.KE","1778","3.03","1466564406.84745"
"AC.KE","803","1.37","1466571605.6731"
"GO.KE","366","0.62","1466571605.6731"
"SC.KE","594","1.01","1466571605.6731"
"CO.KE","54447","92.79","1466571605.6731"
"INFO.KE","130","0.22","1466571605.6731"
"ME.KE","335","0.57","1466571605.6731"
"MOBI.KE","45","0.08","1466571605.6731"
"NE.KE","181","0.31","1466571605.6731"
"OR.KE","1778","3.03","1466571605.6731"
"AC.KE","803","1.37","1466578806.65067"
"GO.KE","367","0.63","1466578806.65067"
"SC.KE","594","1.01","1466578806.65067"
"CO.KE","54461","92.79","1466578806.65067"
"INFO.KE","130","0.22","1466578806.65067"
"ME.KE","335","0.57","1466578806.65067"
"MOBI.KE","45","0.08","1466578806.65067"
"NE.KE","181","0.31","1466578806.65067"
"OR.KE","1778","3.03","1466578806.65067"
"AC.KE","803","1.37","1466586005.56707"
"GO.KE","368","0.63","1466586005.56707"
"SC.KE","594","1.01","1466586005.56707"
"CO.KE","54475","92.79","1466586005.56707"
"INFO.KE","130","0.22","1466586005.56707"
"ME.KE","335","0.57","1466586005.56707"
"MOBI.KE","45","0.08","1466586005.56707"
"NE.KE","181","0.31","1466586005.56707"
"OR.KE","1778","3.03","1466586005.56707"
"AC.KE","803","1.37","1466593206.72484"
"GO.KE","368","0.63","1466593206.72484"
"SC.KE","594","1.01","1466593206.72484"
"CO.KE","54485","92.79","1466593206.72484"
"INFO.KE","130","0.22","1466593206.72484"
"ME.KE","335","0.57","1466593206.72484"
"MOBI.KE","45","0.08","1466593206.72484"
"NE.KE","181","0.31","1466593206.72484"
"OR.KE","1779","3.03","1466593206.72484"
"AC.KE","803","1.37","1466600406.07678"
"GO.KE","368","0.63","1466600406.07678"
"SC.KE","594","1.01","1466600406.07678"
"CO.KE","54496","92.79","1466600406.07678"
"INFO.KE","131","0.22","1466600406.07678"
"ME.KE","335","0.57","1466600406.07678"
"MOBI.KE","45","0.08","1466600406.07678"
"NE.KE","181","0.31","1466600406.07678"
"OR.KE","1779","3.03","1466600406.07678"
"AC.KE","803","1.37","1466607606.00189"
"GO.KE","368","0.63","1466607606.00189"
"SC.KE","594","1.01","1466607606.00189"
"CO.KE","54510","92.79","1466607606.00189"
"INFO.KE","131","0.22","1466607606.00189"
"ME.KE","335","0.57","1466607606.00189"
"MOBI.KE","45","0.08","1466607606.00189"
"NE.KE","181","0.31","1466607606.00189"
"OR.KE","1779","3.03","1466607606.00189"
"AC.KE","803","1.37","1466614806.66399"
"GO.KE","368","0.63","1466614806.66399"
"SC.KE","594","1.01","1466614806.66399"
"CO.KE","54515","92.79","1466614806.66399"
"INFO.KE","131","0.22","1466614806.66399"
"ME.KE","335","0.57","1466614806.66399"
"MOBI.KE","45","0.08","1466614806.66399"
"NE.KE","181","0.31","1466614806.66399"
"OR.KE","1779","3.03","1466614806.66399"
"AC.KE","803","1.37","1466622005.95933"
"GO.KE","368","0.63","1466622005.95933"
"SC.KE","594","1.01","1466622005.95933"
"CO.KE","54518","92.79","1466622005.95933"
"INFO.KE","131","0.22","1466622005.95933"
"ME.KE","335","0.57","1466622005.95933"
"MOBI.KE","45","0.08","1466622005.95933"
"NE.KE","181","0.31","1466622005.95933"
"OR.KE","1779","3.03","1466622005.95933"
"AC.KE","803","1.37","1466629206.74859"
"GO.KE","368","0.63","1466629206.74859"
"SC.KE","594","1.01","1466629206.74859"
"CO.KE","54520","92.79","1466629206.74859"
"INFO.KE","131","0.22","1466629206.74859"
"ME.KE","335","0.57","1466629206.74859"
"MOBI.KE","45","0.08","1466629206.74859"
"NE.KE","181","0.31","1466629206.74859"
"OR.KE","1779","3.03","1466629206.74859"
"AC.KE","803","1.37","1466636406.86879"
"GO.KE","368","0.63","1466636406.86879"
"SC.KE","594","1.01","1466636406.86879"
"CO.KE","54520","92.79","1466636406.86879"
"INFO.KE","131","0.22","1466636406.86879"
"ME.KE","335","0.57","1466636406.86879"
"MOBI.KE","45","0.08","1466636406.86879"
"NE.KE","181","0.31","1466636406.86879"
"OR.KE","1779","3.03","1466636406.86879"
"AC.KE","803","1.37","1466643607.27026"
"GO.KE","368","0.63","1466643607.27026"
"SC.KE","594","1.01","1466643607.27026"
"CO.KE","54521","92.79","1466643607.27026"
"INFO.KE","131","0.22","1466643607.27026"
"ME.KE","335","0.57","1466643607.27026"
"MOBI.KE","45","0.08","1466643607.27026"
"NE.KE","181","0.31","1466643607.27026"
"OR.KE","1779","3.03","1466643607.27026"
"AC.KE","803","1.37","1466650806.63045"
"GO.KE","368","0.63","1466650806.63045"
"SC.KE","594","1.01","1466650806.63045"
"CO.KE","54488","92.79","1466650806.63045"
"INFO.KE","131","0.22","1466650806.63045"
"ME.KE","335","0.57","1466650806.63045"
"MOBI.KE","45","0.08","1466650806.63045"
"NE.KE","181","0.31","1466650806.63045"
"OR.KE","1777","3.03","1466650806.63045"
"AC.KE","803","1.37","1466658005.61384"
"GO.KE","368","0.63","1466658005.61384"
"SC.KE","594","1.01","1466658005.61384"
"CO.KE","54489","92.79","1466658005.61384"
"INFO.KE","131","0.22","1466658005.61384"
"ME.KE","335","0.57","1466658005.61384"
"MOBI.KE","45","0.08","1466658005.61384"
"NE.KE","181","0.31","1466658005.61384"
"OR.KE","1777","3.03","1466658005.61384"
"AC.KE","803","1.37","1466665205.89516"
"GO.KE","368","0.63","1466665205.89516"
"SC.KE","595","1.01","1466665205.89516"
"CO.KE","54496","92.79","1466665205.89516"
"INFO.KE","131","0.22","1466665205.89516"
"ME.KE","335","0.57","1466665205.89516"
"MOBI.KE","45","0.08","1466665205.89516"
